Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male
32.0,2795.0,1,374.0,25.0,4.0,911.0,1.0,87.0,3.0,1.0,Laboratory Technician,4.0,Single,18016.0,1.0,Yes,24.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
29.0,2532.0,0,1086.0,7.0,1.0,912.0,1.0,62.0,2.0,1.0,Laboratory Technician,4.0,Divorced,6054.0,6.0,No,14.0,3.0,3.0,3.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
44.0,2559.0,0,661.0,9.0,2.0,913.0,2.0,61.0,3.0,1.0,Research Scientist,1.0,Married,7508.0,1.0,Yes,13.0,3.0,4.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
28.0,4908.0,0,821.0,5.0,4.0,916.0,1.0,98.0,3.0,2.0,Sales Executive,4.0,Single,24252.0,1.0,No,14.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
58.0,2380.0,1,781.0,2.0,1.0,918.0,4.0,57.0,2.0,1.0,Laboratory Technician,4.0,Divorced,13384.0,9.0,Yes,14.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
43.0,4765.0,0,177.0,8.0,3.0,920.0,1.0,55.0,3.0,2.0,Manufacturing Director,2.0,Divorced,23814.0,4.0,No,21.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
20.0,2044.0,1,500.0,2.0,3.0,922.0,3.0,49.0,2.0,1.0,Sales Representative,3.0,Single,22052.0,1.0,No,13.0,3.0,4.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
21.0,2693.0,1,1427.0,18.0,1.0,923.0,4.0,65.0,3.0,1.0,Research Scientist,4.0,Single,8870.0,1.0,No,19.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
36.0,6586.0,0,1425.0,14.0,1.0,924.0,3.0,68.0,3.0,2.0,Healthcare Representative,4.0,Married,4821.0,0.0,Yes,17.0,3.0,1.0,1.0,17.0,2.0,2.0,16.0,8.0,4.0,11.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
47.0,3294.0,0,1454.0,2.0,4.0,925.0,4.0,65.0,2.0,1.0,Sales Representative,4.0,Single,13137.0,1.0,Yes,18.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
22.0,4171.0,1,617.0,3.0,1.0,926.0,2.0,34.0,3.0,2.0,Manufacturing Director,3.0,Married,10022.0,0.0,Yes,19.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
41.0,2778.0,1,1085.0,2.0,4.0,927.0,2.0,57.0,1.0,1.0,Laboratory Technician,4.0,Divorced,17725.0,4.0,Yes,13.0,3.0,3.0,1.0,10.0,1.0,2.0,7.0,7.0,1.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
28.0,2377.0,0,995.0,9.0,3.0,930.0,3.0,77.0,3.0,1.0,Research Scientist,3.0,Divorced,9834.0,5.0,No,18.0,3.0,2.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
39.0,2404.0,1,1122.0,6.0,3.0,932.0,4.0,70.0,3.0,1.0,Laboratory Technician,1.0,Married,4303.0,7.0,Yes,21.0,4.0,4.0,0.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
27.0,2318.0,0,618.0,4.0,3.0,933.0,2.0,76.0,3.0,1.0,Research Scientist,3.0,Single,17808.0,1.0,No,19.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
34.0,2008.0,0,546.0,10.0,3.0,934.0,2.0,83.0,3.0,1.0,Laboratory Technician,2.0,Divorced,6896.0,1.0,No,14.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
42.0,6244.0,0,462.0,14.0,2.0,936.0,3.0,68.0,2.0,2.0,Sales Executive,3.0,Single,7824.0,7.0,No,17.0,3.0,1.0,0.0,10.0,6.0,3.0,5.0,4.0,0.0,3.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
33.0,2799.0,0,1198.0,1.0,4.0,939.0,3.0,100.0,2.0,1.0,Research Scientist,1.0,Single,3339.0,3.0,Yes,11.0,3.0,2.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
58.0,10552.0,0,1272.0,5.0,3.0,940.0,3.0,37.0,2.0,3.0,Healthcare Representative,2.0,Divorced,9255.0,2.0,Yes,13.0,3.0,4.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
31.0,2329.0,0,154.0,7.0,4.0,941.0,2.0,41.0,2.0,1.0,Sales Representative,3.0,Married,11737.0,3.0,No,15.0,3.0,2.0,0.0,13.0,2.0,4.0,7.0,7.0,5.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
35.0,4014.0,0,1137.0,21.0,1.0,942.0,4.0,51.0,3.0,2.0,Healthcare Representative,4.0,Married,19170.0,1.0,Yes,25.0,4.0,4.0,1.0,10.0,2.0,1.0,10.0,6.0,0.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
49.0,7403.0,0,527.0,8.0,2.0,944.0,1.0,51.0,3.0,3.0,Laboratory Technician,2.0,Married,22477.0,4.0,No,11.0,3.0,3.0,1.0,29.0,3.0,2.0,26.0,9.0,1.0,7.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
48.0,2259.0,0,1469.0,20.0,4.0,945.0,4.0,51.0,3.0,1.0,Research Scientist,3.0,Married,5543.0,4.0,No,17.0,3.0,1.0,2.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
31.0,6932.0,0,1188.0,20.0,2.0,947.0,4.0,45.0,3.0,2.0,Sales Executive,3.0,Married,24406.0,1.0,No,13.0,3.0,4.0,1.0,9.0,2.0,2.0,9.0,8.0,0.0,0.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
36.0,4678.0,0,188.0,7.0,4.0,949.0,2.0,65.0,3.0,1.0,Research Scientist,4.0,Single,23293.0,2.0,No,18.0,3.0,3.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
38.0,13582.0,0,1333.0,1.0,3.0,950.0,4.0,80.0,3.0,3.0,Research Director,1.0,Married,16292.0,1.0,No,13.0,3.0,2.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
32.0,2332.0,0,1184.0,1.0,3.0,951.0,3.0,70.0,2.0,1.0,Laboratory Technician,2.0,Married,3974.0,6.0,No,20.0,4.0,3.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,2.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False
25.0,2413.0,1,867.0,19.0,2.0,952.0,3.0,36.0,2.0,1.0,Sales Representative,2.0,Married,18798.0,1.0,Yes,18.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
40.0,9705.0,0,658.0,10.0,4.0,954.0,1.0,67.0,2.0,3.0,Sales Executive,2.0,Divorced,20652.0,2.0,No,12.0,3.0,2.0,1.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
26.0,4294.0,0,1283.0,1.0,3.0,956.0,3.0,52.0,2.0,2.0,Sales Executive,1.0,Single,11148.0,1.0,No,12.0,3.0,2.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True
41.0,4721.0,0,263.0,6.0,3.0,957.0,4.0,59.0,3.0,1.0,Laboratory Technician,1.0,Single,3119.0,2.0,Yes,13.0,3.0,3.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
36.0,2519.0,0,938.0,2.0,4.0,958.0,3.0,79.0,3.0,1.0,Laboratory Technician,3.0,Single,12287.0,4.0,No,21.0,4.0,3.0,0.0,16.0,6.0,3.0,11.0,8.0,3.0,9.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
19.0,2121.0,1,419.0,21.0,3.0,959.0,4.0,37.0,2.0,1.0,Sales Representative,2.0,Single,9947.0,1.0,Yes,13.0,3.0,2.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True
20.0,2973.0,1,129.0,4.0,3.0,960.0,1.0,84.0,3.0,1.0,Laboratory Technician,1.0,Single,13008.0,1.0,No,19.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
31.0,5855.0,0,616.0,12.0,3.0,961.0,4.0,41.0,3.0,2.0,Healthcare Representative,4.0,Married,17369.0,0.0,Yes,11.0,3.0,3.0,2.0,10.0,2.0,1.0,9.0,7.0,8.0,5.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
40.0,3617.0,0,1469.0,9.0,4.0,964.0,4.0,35.0,3.0,1.0,Research Scientist,2.0,Divorced,25063.0,8.0,Yes,14.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
32.0,6725.0,0,498.0,3.0,4.0,966.0,3.0,93.0,3.0,2.0,Manufacturing Director,1.0,Married,13554.0,1.0,No,12.0,3.0,3.0,1.0,8.0,2.0,4.0,8.0,7.0,6.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
36.0,10325.0,1,530.0,3.0,1.0,967.0,3.0,51.0,2.0,3.0,Sales Executive,4.0,Married,5518.0,1.0,Yes,11.0,3.0,1.0,1.0,16.0,6.0,3.0,16.0,7.0,3.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
33.0,6949.0,0,1069.0,1.0,3.0,969.0,2.0,42.0,2.0,2.0,Healthcare Representative,4.0,Single,12291.0,0.0,No,14.0,3.0,1.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
37.0,10609.0,1,625.0,1.0,4.0,970.0,1.0,46.0,2.0,3.0,Sales Executive,3.0,Married,14922.0,5.0,No,11.0,3.0,3.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
45.0,4447.0,0,805.0,4.0,2.0,972.0,3.0,57.0,3.0,2.0,Laboratory Technician,2.0,Married,23163.0,1.0,No,12.0,3.0,2.0,0.0,9.0,5.0,2.0,9.0,7.0,0.0,8.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
29.0,2157.0,0,1404.0,20.0,3.0,974.0,3.0,84.0,3.0,1.0,Sales Representative,4.0,Married,18203.0,1.0,No,15.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,0.0,2.0,False,True,False,False,False,True,False,False,False,False,False,True,True,False
35.0,4601.0,0,1219.0,18.0,3.0,975.0,3.0,86.0,3.0,2.0,Sales Executive,3.0,Married,6179.0,1.0,No,16.0,3.0,2.0,0.0,5.0,3.0,3.0,5.0,2.0,1.0,0.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
52.0,17099.0,0,1053.0,1.0,2.0,976.0,4.0,70.0,3.0,4.0,Manager,4.0,Married,13829.0,2.0,No,15.0,3.0,2.0,1.0,26.0,2.0,2.0,9.0,8.0,7.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
58.0,2479.0,1,289.0,2.0,3.0,977.0,4.0,51.0,3.0,1.0,Research Scientist,3.0,Single,26227.0,4.0,No,24.0,4.0,1.0,0.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
53.0,14852.0,0,1376.0,2.0,2.0,981.0,3.0,45.0,3.0,4.0,Manager,3.0,Divorced,13938.0,6.0,No,13.0,3.0,3.0,1.0,22.0,3.0,4.0,17.0,13.0,15.0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
30.0,7264.0,0,231.0,8.0,2.0,982.0,3.0,62.0,3.0,3.0,Sales Executive,3.0,Divorced,9977.0,5.0,No,11.0,3.0,1.0,1.0,10.0,2.0,4.0,8.0,4.0,7.0,7.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True
38.0,5666.0,0,152.0,10.0,3.0,983.0,3.0,85.0,3.0,2.0,Sales Executive,4.0,Single,19899.0,1.0,Yes,13.0,3.0,2.0,0.0,6.0,1.0,3.0,5.0,3.0,1.0,3.0,True,False,False,False,False,True,False,False,False,False,False,True,True,False
35.0,7823.0,0,882.0,3.0,4.0,984.0,4.0,92.0,3.0,3.0,Sales Executive,4.0,Divorced,6812.0,6.0,No,13.0,3.0,2.0,1.0,12.0,2.0,3.0,10.0,9.0,0.0,8.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
39.0,7880.0,0,903.0,2.0,5.0,985.0,1.0,41.0,4.0,3.0,Sales Executive,3.0,Single,2560.0,0.0,No,18.0,3.0,4.0,0.0,9.0,3.0,3.0,8.0,7.0,0.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
40.0,13194.0,1,1479.0,24.0,3.0,986.0,2.0,100.0,4.0,4.0,Sales Executive,2.0,Single,17071.0,4.0,Yes,16.0,3.0,4.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False
47.0,5067.0,0,1379.0,16.0,4.0,987.0,3.0,64.0,4.0,2.0,Manufacturing Director,3.0,Divorced,6759.0,1.0,Yes,19.0,3.0,3.0,0.0,20.0,3.0,4.0,19.0,10.0,2.0,7.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
36.0,5079.0,0,1229.0,8.0,4.0,990.0,1.0,84.0,3.0,2.0,Sales Executive,4.0,Divorced,25952.0,4.0,No,13.0,3.0,4.0,2.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,True,False,False,False,False,True,False,False,False,False,False,True,False,True
31.0,2321.0,1,335.0,9.0,2.0,991.0,3.0,46.0,2.0,1.0,Research Scientist,1.0,Single,10322.0,0.0,Yes,22.0,4.0,1.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,2.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
33.0,17444.0,0,722.0,17.0,3.0,992.0,4.0,38.0,3.0,4.0,Manager,3.0,Single,20489.0,1.0,No,11.0,3.0,4.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True
29.0,2404.0,1,906.0,10.0,3.0,994.0,4.0,92.0,2.0,1.0,Research Scientist,1.0,Single,11479.0,6.0,Yes,20.0,4.0,3.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
33.0,3452.0,0,461.0,13.0,1.0,995.0,2.0,53.0,3.0,1.0,Research Scientist,4.0,Single,17241.0,3.0,No,18.0,3.0,1.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
45.0,2270.0,0,974.0,1.0,4.0,996.0,4.0,91.0,3.0,1.0,Laboratory Technician,4.0,Divorced,11005.0,3.0,No,14.0,3.0,4.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
50.0,17399.0,0,1126.0,1.0,2.0,997.0,4.0,66.0,3.0,4.0,Research Director,4.0,Divorced,6615.0,9.0,No,22.0,4.0,3.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
33.0,5488.0,0,827.0,1.0,4.0,998.0,3.0,84.0,4.0,2.0,Healthcare Representative,2.0,Married,20161.0,1.0,Yes,13.0,3.0,1.0,1.0,6.0,2.0,3.0,6.0,5.0,1.0,2.0,False,True,False,False,True,False,False,False,False,False,True,False,True,False
41.0,19419.0,0,840.0,9.0,3.0,999.0,1.0,64.0,3.0,5.0,Research Director,3.0,Divorced,3735.0,2.0,No,17.0,3.0,2.0,1.0,21.0,2.0,4.0,18.0,16.0,0.0,11.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
27.0,2811.0,0,1134.0,16.0,4.0,1001.0,3.0,37.0,3.0,1.0,Laboratory Technician,2.0,Married,12086.0,9.0,No,14.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
45.0,3633.0,0,248.0,23.0,2.0,1002.0,4.0,42.0,3.0,2.0,Laboratory Technician,1.0,Married,14039.0,1.0,Yes,15.0,3.0,3.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
47.0,4163.0,0,955.0,4.0,2.0,1003.0,4.0,83.0,3.0,2.0,Sales Executive,4.0,Single,8571.0,1.0,Yes,17.0,3.0,3.0,0.0,9.0,0.0,3.0,9.0,0.0,0.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
30.0,2132.0,1,138.0,22.0,3.0,1004.0,1.0,48.0,3.0,1.0,Research Scientist,3.0,Married,11539.0,4.0,Yes,11.0,3.0,2.0,0.0,7.0,2.0,3.0,5.0,2.0,0.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
50.0,13973.0,0,939.0,24.0,3.0,1005.0,4.0,95.0,3.0,4.0,Manufacturing Director,3.0,Married,4161.0,3.0,Yes,18.0,3.0,4.0,1.0,22.0,2.0,3.0,12.0,11.0,1.0,5.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
38.0,2684.0,0,1391.0,10.0,1.0,1006.0,3.0,66.0,3.0,1.0,Research Scientist,3.0,Married,12127.0,0.0,No,17.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
46.0,10845.0,0,566.0,7.0,2.0,1007.0,4.0,75.0,3.0,3.0,Manufacturing Director,3.0,Divorced,24208.0,6.0,No,13.0,3.0,2.0,1.0,13.0,3.0,3.0,8.0,7.0,0.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
24.0,4377.0,0,1206.0,17.0,1.0,1009.0,4.0,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,24117.0,1.0,No,15.0,3.0,2.0,2.0,5.0,6.0,3.0,4.0,2.0,3.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
35.0,3743.0,1,622.0,14.0,4.0,1010.0,3.0,39.0,2.0,1.0,Laboratory Technician,2.0,Divorced,10074.0,1.0,Yes,24.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
31.0,4148.0,0,853.0,1.0,1.0,1011.0,3.0,96.0,3.0,2.0,Manufacturing Director,1.0,Married,11275.0,1.0,No,12.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,0.0,3.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
18.0,1051.0,0,287.0,5.0,2.0,1012.0,2.0,73.0,3.0,1.0,Research Scientist,4.0,Single,13493.0,1.0,No,15.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
54.0,10739.0,0,1441.0,17.0,3.0,1013.0,3.0,56.0,3.0,3.0,Manufacturing Director,3.0,Married,13943.0,8.0,No,11.0,3.0,3.0,1.0,22.0,2.0,3.0,10.0,7.0,0.0,8.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
35.0,10388.0,0,583.0,25.0,4.0,1014.0,3.0,57.0,3.0,3.0,Healthcare Representative,3.0,Divorced,6975.0,1.0,Yes,11.0,3.0,3.0,1.0,16.0,3.0,2.0,16.0,10.0,10.0,1.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
30.0,11416.0,0,153.0,8.0,2.0,1015.0,2.0,73.0,4.0,3.0,Research Director,1.0,Married,17802.0,0.0,Yes,12.0,3.0,3.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
20.0,2600.0,1,1097.0,11.0,3.0,1016.0,4.0,98.0,2.0,1.0,Research Scientist,1.0,Single,18275.0,1.0,Yes,15.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
30.0,2422.0,1,109.0,5.0,3.0,1017.0,2.0,60.0,3.0,1.0,Laboratory Technician,2.0,Single,25725.0,0.0,No,17.0,3.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
26.0,5472.0,0,1066.0,2.0,2.0,1018.0,4.0,32.0,4.0,2.0,Manufacturing Director,4.0,Married,3334.0,1.0,No,12.0,3.0,2.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
22.0,2451.0,0,217.0,8.0,1.0,1019.0,2.0,94.0,1.0,1.0,Laboratory Technician,1.0,Married,6881.0,1.0,No,15.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
48.0,4240.0,0,277.0,6.0,3.0,1022.0,1.0,97.0,2.0,2.0,Healthcare Representative,3.0,Single,13119.0,2.0,No,13.0,3.0,4.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
48.0,10999.0,0,1355.0,4.0,4.0,1024.0,3.0,78.0,2.0,3.0,Healthcare Representative,3.0,Single,22245.0,7.0,No,14.0,3.0,2.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
41.0,5003.0,0,549.0,7.0,2.0,1025.0,4.0,42.0,3.0,2.0,Manufacturing Director,3.0,Single,23371.0,6.0,No,14.0,3.0,2.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
39.0,12742.0,0,466.0,1.0,1.0,1026.0,4.0,65.0,2.0,4.0,Manufacturing Director,4.0,Married,7060.0,1.0,No,16.0,3.0,3.0,1.0,21.0,3.0,3.0,21.0,6.0,11.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
27.0,4227.0,0,1055.0,2.0,4.0,1027.0,1.0,47.0,3.0,2.0,Manufacturing Director,4.0,Married,4658.0,0.0,No,18.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
35.0,3917.0,0,802.0,10.0,3.0,1028.0,2.0,45.0,3.0,1.0,Laboratory Technician,4.0,Divorced,9541.0,1.0,No,20.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
42.0,18303.0,0,265.0,5.0,2.0,1029.0,4.0,90.0,3.0,5.0,Manager,3.0,Married,7770.0,6.0,No,13.0,3.0,2.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
50.0,2380.0,0,804.0,9.0,3.0,1030.0,1.0,64.0,3.0,1.0,Laboratory Technician,4.0,Married,20165.0,4.0,No,18.0,3.0,2.0,0.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
59.0,13726.0,0,715.0,2.0,3.0,1032.0,3.0,69.0,2.0,4.0,Manufacturing Director,4.0,Single,21829.0,3.0,Yes,13.0,3.0,1.0,0.0,30.0,4.0,3.0,5.0,3.0,4.0,3.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
37.0,4777.0,1,1141.0,11.0,2.0,1033.0,1.0,61.0,1.0,2.0,Healthcare Representative,2.0,Married,14382.0,5.0,No,15.0,3.0,1.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
55.0,6385.0,0,135.0,18.0,4.0,1034.0,3.0,62.0,3.0,2.0,Healthcare Representative,2.0,Married,12992.0,3.0,Yes,14.0,3.0,4.0,2.0,17.0,3.0,3.0,8.0,7.0,6.0,7.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
41.0,19973.0,0,247.0,7.0,1.0,1035.0,2.0,55.0,1.0,5.0,Research Director,3.0,Divorced,20284.0,1.0,No,22.0,4.0,2.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,10.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False
38.0,6861.0,0,1035.0,3.0,4.0,1036.0,2.0,42.0,3.0,2.0,Sales Executive,4.0,Single,4981.0,8.0,Yes,12.0,3.0,3.0,0.0,19.0,1.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
26.0,4969.0,1,265.0,29.0,2.0,1037.0,2.0,79.0,1.0,2.0,Sales Executive,1.0,Single,21813.0,8.0,No,18.0,3.0,4.0,0.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True
52.0,19845.0,1,266.0,2.0,1.0,1038.0,1.0,57.0,1.0,5.0,Manager,4.0,Married,25846.0,1.0,No,15.0,3.0,4.0,1.0,33.0,3.0,3.0,32.0,14.0,6.0,9.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
44.0,13320.0,0,1448.0,28.0,3.0,1039.0,4.0,53.0,4.0,4.0,Sales Executive,4.0,Married,11737.0,3.0,Yes,18.0,3.0,3.0,1.0,23.0,2.0,3.0,12.0,11.0,11.0,11.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
